FIR_ID,Crime_Type,Date,District,Police_Station,Status
FIR002883,Cyber Fraud,07-08-2025,Kalaburagi,Marathahalli Police Station,Closed
FIR002884,House Burglary,05-09-2025,Belagavi,Indiranagar Police Station,Under Investigation
FIR002885,Assault,26-08-2024,Kalaburagi,Electronic City Police Station,Closed
FIR002886,Assault,07-05-2026,Kalaburagi,Electronic City Police Station,Open
FIR002887,Vehicle Theft,19-03-2026,Mangaluru,Koramangala Police Station,Under Investigation
FIR002888,Chain Snatching,06-08-2023,Shivamogga,Jayanagar Police Station,Open
FIR002889,Cyber Fraud,25-05-2025,Mysuru,Koramangala Police Station,Closed
FIR002890,Drug Trafficking,26-12-2024,Mysuru,Jayanagar Police Station,Open
FIR002891,Vehicle Theft,08-07-2024,Mysuru,Jayanagar Police Station,Closed
FIR002892,Robbery,19-01-2025,Bengaluru Rural,Whitefield Police Station,Under Investigation
FIR002893,Vehicle Theft,11-03-2025,Mangaluru,Marathahalli Police Station,Open
FIR002894,Robbery,30-09-2024,Tumakuru,Whitefield Police Station,Open
FIR002895,Cyber Fraud,12-09-2025,Ballari,Jayanagar Police Station,Open
FIR002896,Financial Fraud,12-06-2025,Mangaluru,Indiranagar Police Station,Open
FIR002897,Cyber Fraud,19-12-2025,Bengaluru Rural,Indiranagar Police Station,Open
FIR002898,Financial Fraud,24-01-2024,Bengaluru Rural,Koramangala Police Station,Under Investigation
FIR002899,Vehicle Theft,22-10-2024,Mangaluru,Jayanagar Police Station,Closed
FIR002900,Cyber Fraud,29-08-2024,Shivamogga,Indiranagar Police Station,Open
FIR002901,Financial Fraud,14-01-2026,Tumakuru,Marathahalli Police Station,Open
FIR002902,House Burglary,25-02-2024,Belagavi,Jayanagar Police Station,Closed
FIR002903,Cyber Fraud,05-06-2023,Bengaluru Rural,Indiranagar Police Station,Open
FIR002904,Financial Fraud,24-02-2024,Shivamogga,Koramangala Police Station,Closed
FIR002905,Robbery,03-10-2023,Hubballi-Dharwad,Electronic City Police Station,Closed
FIR002906,Drug Trafficking,05-10-2024,Mysuru,Jayanagar Police Station,Under Investigation
FIR002907,Drug Trafficking,30-12-2024,Ballari,Marathahalli Police Station,Open
FIR002908,Cyber Fraud,22-05-2026,Shivamogga,Electronic City Police Station,Under Investigation
FIR002909,Assault,17-12-2023,Ballari,Electronic City Police Station,Under Investigation
FIR002910,Assault,10-06-2025,Bengaluru Rural,Marathahalli Police Station,Under Investigation
FIR002911,Chain Snatching,27-11-2023,Mangaluru,Marathahalli Police Station,Closed
FIR002912,Robbery,11-10-2025,Belagavi,Jayanagar Police Station,Under Investigation
FIR002913,House Burglary,27-12-2025,Mangaluru,Marathahalli Police Station,Closed
FIR002914,Drug Trafficking,22-06-2024,Ballari,Whitefield Police Station,Closed
FIR002915,Assault,25-01-2024,Kalaburagi,Hebbal Police Station,Open
FIR002916,Financial Fraud,01-12-2023,Bengaluru Urban,Yelahanka Police Station,Under Investigation
FIR002917,Drug Trafficking,09-08-2025,Shivamogga,Koramangala Police Station,Under Investigation
FIR002918,Vehicle Theft,26-02-2024,Ballari,Electronic City Police Station,Closed
FIR002919,House Burglary,15-03-2025,Ballari,Whitefield Police Station,Under Investigation
FIR002920,Cyber Fraud,25-02-2025,Bengaluru Urban,Hebbal Police Station,Under Investigation
FIR002921,Robbery,26-01-2024,Hubballi-Dharwad,Indiranagar Police Station,Under Investigation
FIR002922,Chain Snatching,06-11-2024,Tumakuru,Whitefield Police Station,Under Investigation
FIR002923,Chain Snatching,30-07-2023,Hubballi-Dharwad,Jayanagar Police Station,Open
FIR002924,Drug Trafficking,16-09-2025,Mysuru,Jayanagar Police Station,Under Investigation
FIR002925,Cyber Fraud,11-10-2023,Hubballi-Dharwad,Yelahanka Police Station,Closed
FIR002926,Vehicle Theft,04-06-2025,Bengaluru Rural,Marathahalli Police Station,Closed
FIR002927,House Burglary,03-11-2024,Tumakuru,Electronic City Police Station,Open
FIR002928,Vehicle Theft,12-06-2023,Belagavi,Marathahalli Police Station,Open
FIR002929,Cyber Fraud,01-08-2023,Ballari,Indiranagar Police Station,Under Investigation
FIR002930,Assault,05-05-2025,Kalaburagi,Electronic City Police Station,Closed
FIR002931,Cyber Fraud,27-06-2025,Bengaluru Urban,Marathahalli Police Station,Under Investigation
FIR002932,Financial Fraud,08-04-2024,Ballari,Hebbal Police Station,Under Investigation
FIR002933,Financial Fraud,01-07-2024,Ballari,Marathahalli Police Station,Under Investigation
FIR002934,Drug Trafficking,20-12-2025,Mysuru,Marathahalli Police Station,Closed
FIR002935,Assault,26-12-2024,Belagavi,Hebbal Police Station,Closed
FIR002936,Cyber Fraud,31-05-2024,Kalaburagi,Koramangala Police Station,Open
FIR002937,Drug Trafficking,26-06-2025,Kalaburagi,Whitefield Police Station,Closed
FIR002938,Robbery,01-08-2023,Belagavi,Indiranagar Police Station,Open
FIR002939,Vehicle Theft,23-08-2023,Mangaluru,Marathahalli Police Station,Open
FIR002940,Assault,27-12-2024,Mangaluru,Koramangala Police Station,Closed
FIR002941,House Burglary,14-05-2026,Hubballi-Dharwad,Yelahanka Police Station,Open
FIR002942,Robbery,15-09-2023,Bengaluru Urban,Indiranagar Police Station,Open
FIR002943,Assault,11-08-2024,Mysuru,Yelahanka Police Station,Open
FIR002944,Vehicle Theft,04-02-2026,Bengaluru Urban,Hebbal Police Station,Closed
FIR002945,Cyber Fraud,23-06-2025,Tumakuru,Marathahalli Police Station,Open
FIR002946,Robbery,19-03-2025,Hubballi-Dharwad,Indiranagar Police Station,Open
FIR002947,Assault,27-10-2025,Hubballi-Dharwad,Whitefield Police Station,Open
FIR002948,Robbery,27-04-2025,Mangaluru,Marathahalli Police Station,Open
FIR002949,House Burglary,04-02-2024,Mangaluru,Marathahalli Police Station,Open
FIR002950,Vehicle Theft,22-12-2025,Bengaluru Urban,Yelahanka Police Station,Open
FIR002951,Vehicle Theft,17-03-2026,Kalaburagi,Jayanagar Police Station,Closed
FIR002952,Vehicle Theft,03-07-2025,Belagavi,Koramangala Police Station,Open
FIR002953,Drug Trafficking,10-12-2024,Kalaburagi,Indiranagar Police Station,Closed
FIR002954,Chain Snatching,21-10-2024,Bengaluru Urban,Yelahanka Police Station,Under Investigation
FIR002955,Assault,25-07-2024,Mangaluru,Whitefield Police Station,Under Investigation
FIR002956,Robbery,20-08-2024,Hubballi-Dharwad,Marathahalli Police Station,Under Investigation
FIR002957,Assault,07-06-2024,Bengaluru Rural,Electronic City Police Station,Open
FIR002958,Robbery,29-01-2024,Tumakuru,Whitefield Police Station,Under Investigation
FIR002959,Assault,06-07-2024,Mysuru,Jayanagar Police Station,Closed
FIR002960,Financial Fraud,17-06-2024,Tumakuru,Electronic City Police Station,Under Investigation
FIR002961,Chain Snatching,02-10-2025,Mysuru,Whitefield Police Station,Closed
FIR002962,Drug Trafficking,27-05-2024,Kalaburagi,Whitefield Police Station,Closed
FIR002963,Vehicle Theft,30-11-2025,Mangaluru,Whitefield Police Station,Open
FIR002964,Robbery,03-12-2024,Bengaluru Urban,Hebbal Police Station,Under Investigation
FIR002965,Drug Trafficking,30-12-2025,Tumakuru,Indiranagar Police Station,Closed
FIR002966,Drug Trafficking,04-12-2024,Bengaluru Urban,Yelahanka Police Station,Open
FIR002967,Financial Fraud,06-05-2024,Mangaluru,Jayanagar Police Station,Under Investigation
FIR002968,Financial Fraud,31-05-2025,Ballari,Whitefield Police Station,Under Investigation
FIR002969,House Burglary,16-02-2025,Belagavi,Yelahanka Police Station,Closed
FIR002970,Cyber Fraud,27-11-2025,Bengaluru Rural,Marathahalli Police Station,Closed
FIR002971,Cyber Fraud,15-07-2024,Belagavi,Jayanagar Police Station,Under Investigation
FIR002972,Financial Fraud,08-08-2023,Shivamogga,Whitefield Police Station,Closed
FIR002973,House Burglary,22-11-2024,Mysuru,Marathahalli Police Station,Closed
FIR002974,House Burglary,06-09-2023,Bengaluru Urban,Yelahanka Police Station,Closed
FIR002975,Chain Snatching,03-05-2025,Shivamogga,Hebbal Police Station,Open
FIR002976,House Burglary,15-01-2024,Hubballi-Dharwad,Jayanagar Police Station,Open
FIR002977,Vehicle Theft,07-11-2023,Mysuru,Hebbal Police Station,Closed
FIR002978,Drug Trafficking,18-11-2024,Kalaburagi,Whitefield Police Station,Under Investigation
FIR002979,Vehicle Theft,08-12-2025,Tumakuru,Hebbal Police Station,Open
FIR002980,House Burglary,26-02-2026,Hubballi-Dharwad,Jayanagar Police Station,Under Investigation
FIR002981,House Burglary,03-09-2025,Tumakuru,Electronic City Police Station,Open
FIR002982,Assault,21-07-2023,Belagavi,Hebbal Police Station,Under Investigation
FIR002983,Chain Snatching,20-01-2026,Bengaluru Urban,Electronic City Police Station,Under Investigation
FIR002984,Chain Snatching,16-07-2023,Kalaburagi,Yelahanka Police Station,Closed
FIR002985,House Burglary,21-01-2024,Bengaluru Rural,Koramangala Police Station,Under Investigation
FIR002986,Robbery,27-04-2025,Belagavi,Jayanagar Police Station,Closed
FIR002987,Assault,01-06-2023,Hubballi-Dharwad,Indiranagar Police Station,Closed
FIR002988,Assault,29-08-2025,Shivamogga,Hebbal Police Station,Under Investigation
FIR002989,Financial Fraud,08-04-2026,Hubballi-Dharwad,Jayanagar Police Station,Open
FIR002990,Drug Trafficking,29-10-2025,Tumakuru,Jayanagar Police Station,Open
FIR002991,Chain Snatching,19-05-2026,Hubballi-Dharwad,Electronic City Police Station,Open
FIR002992,Drug Trafficking,17-01-2026,Mysuru,Indiranagar Police Station,Closed
FIR002993,Vehicle Theft,01-05-2025,Mangaluru,Marathahalli Police Station,Under Investigation
FIR002994,Drug Trafficking,06-06-2024,Ballari,Marathahalli Police Station,Closed
FIR002995,Robbery,05-04-2024,Bengaluru Urban,Yelahanka Police Station,Open
FIR002996,Drug Trafficking,22-01-2024,Kalaburagi,Electronic City Police Station,Closed
FIR002997,Drug Trafficking,26-03-2024,Mysuru,Indiranagar Police Station,Open
FIR002998,Vehicle Theft,02-10-2023,Bengaluru Urban,Jayanagar Police Station,Closed
FIR002999,Chain Snatching,22-10-2023,Kalaburagi,Whitefield Police Station,Open
FIR003000,Vehicle Theft,05-01-2025,Belagavi,Yelahanka Police Station,Open
FIR003001,House Burglary,24-10-2025,Mangaluru,Yelahanka Police Station,Closed
FIR003002,Vehicle Theft,22-07-2024,Shivamogga,Electronic City Police Station,Closed
FIR003003,Financial Fraud,07-04-2026,Mangaluru,Jayanagar Police Station,Under Investigation
FIR003004,Cyber Fraud,25-03-2024,Shivamogga,Electronic City Police Station,Closed
FIR003005,Cyber Fraud,12-11-2024,Mangaluru,Whitefield Police Station,Closed
FIR003006,Chain Snatching,02-03-2026,Tumakuru,Indiranagar Police Station,Open
FIR003007,Vehicle Theft,18-03-2024,Ballari,Marathahalli Police Station,Closed
FIR003008,Drug Trafficking,28-11-2024,Mangaluru,Hebbal Police Station,Closed
FIR003009,Assault,12-01-2024,Belagavi,Koramangala Police Station,Open
FIR003010,Drug Trafficking,16-03-2025,Tumakuru,Hebbal Police Station,Open
FIR003011,Chain Snatching,16-05-2025,Tumakuru,Hebbal Police Station,Closed
FIR003012,Drug Trafficking,17-08-2023,Kalaburagi,Jayanagar Police Station,Under Investigation
FIR003013,Financial Fraud,09-11-2025,Hubballi-Dharwad,Hebbal Police Station,Closed
FIR003014,Cyber Fraud,23-07-2024,Bengaluru Urban,Marathahalli Police Station,Under Investigation
FIR003015,Chain Snatching,15-12-2025,Kalaburagi,Whitefield Police Station,Open
FIR003016,Robbery,29-01-2024,Shivamogga,Electronic City Police Station,Closed
FIR003017,Robbery,01-12-2024,Ballari,Electronic City Police Station,Closed
FIR003018,Chain Snatching,20-06-2025,Bengaluru Urban,Yelahanka Police Station,Open
FIR003019,Drug Trafficking,07-12-2024,Bengaluru Rural,Whitefield Police Station,Under Investigation
FIR003020,House Burglary,24-01-2025,Mangaluru,Yelahanka Police Station,Under Investigation
FIR003021,House Burglary,30-01-2025,Bengaluru Urban,Hebbal Police Station,Closed
FIR003022,House Burglary,06-02-2026,Shivamogga,Indiranagar Police Station,Open
FIR003023,Chain Snatching,05-09-2025,Bengaluru Rural,Jayanagar Police Station,Open
FIR003024,Robbery,26-12-2023,Ballari,Jayanagar Police Station,Under Investigation
FIR003025,Drug Trafficking,09-09-2024,Kalaburagi,Whitefield Police Station,Open
FIR003026,Chain Snatching,10-09-2024,Belagavi,Jayanagar Police Station,Under Investigation
FIR003027,Drug Trafficking,24-05-2025,Hubballi-Dharwad,Electronic City Police Station,Closed
FIR003028,Vehicle Theft,19-08-2025,Belagavi,Koramangala Police Station,Open
FIR003029,Vehicle Theft,11-02-2024,Bengaluru Urban,Marathahalli Police Station,Open
FIR003030,House Burglary,12-03-2026,Shivamogga,Electronic City Police Station,Open
FIR003031,Drug Trafficking,09-02-2024,Mangaluru,Hebbal Police Station,Under Investigation
FIR003032,Drug Trafficking,12-02-2025,Kalaburagi,Whitefield Police Station,Under Investigation
FIR003033,Chain Snatching,02-01-2024,Belagavi,Hebbal Police Station,Under Investigation
FIR003034,Cyber Fraud,11-03-2024,Belagavi,Jayanagar Police Station,Under Investigation
FIR003035,Chain Snatching,22-07-2025,Hubballi-Dharwad,Jayanagar Police Station,Under Investigation
FIR003036,Cyber Fraud,16-09-2024,Kalaburagi,Hebbal Police Station,Open
FIR003037,Chain Snatching,24-08-2025,Kalaburagi,Hebbal Police Station,Under Investigation
FIR003038,Vehicle Theft,17-06-2025,Ballari,Whitefield Police Station,Under Investigation
FIR003039,Robbery,11-09-2023,Mysuru,Jayanagar Police Station,Open
FIR003040,Robbery,21-01-2024,Mysuru,Marathahalli Police Station,Open
FIR003041,House Burglary,30-07-2023,Kalaburagi,Jayanagar Police Station,Open
FIR003042,House Burglary,01-01-2026,Ballari,Electronic City Police Station,Under Investigation
FIR003043,Drug Trafficking,25-08-2024,Shivamogga,Whitefield Police Station,Open
FIR003044,Assault,24-11-2023,Ballari,Jayanagar Police Station,Under Investigation
FIR003045,Financial Fraud,17-09-2025,Shivamogga,Electronic City Police Station,Closed
FIR003046,Robbery,28-07-2023,Shivamogga,Indiranagar Police Station,Under Investigation
FIR003047,Chain Snatching,18-11-2023,Shivamogga,Jayanagar Police Station,Under Investigation
FIR003048,Assault,17-09-2025,Bengaluru Urban,Whitefield Police Station,Open
FIR003049,House Burglary,15-05-2025,Mysuru,Koramangala Police Station,Under Investigation
FIR003050,Assault,06-03-2024,Belagavi,Yelahanka Police Station,Closed
FIR003051,House Burglary,28-02-2026,Belagavi,Electronic City Police Station,Open
FIR003052,Assault,09-06-2023,Tumakuru,Hebbal Police Station,Under Investigation
FIR003053,Cyber Fraud,05-08-2025,Bengaluru Rural,Indiranagar Police Station,Open
FIR003054,Robbery,30-09-2025,Mysuru,Indiranagar Police Station,Closed
FIR003055,Drug Trafficking,15-05-2024,Kalaburagi,Whitefield Police Station,Under Investigation
FIR003056,House Burglary,10-05-2025,Ballari,Hebbal Police Station,Closed
FIR003057,Cyber Fraud,14-04-2024,Belagavi,Electronic City Police Station,Under Investigation
FIR003058,Vehicle Theft,01-04-2025,Bengaluru Rural,Whitefield Police Station,Open
FIR003059,Chain Snatching,19-05-2025,Mysuru,Marathahalli Police Station,Open
FIR003060,Cyber Fraud,30-03-2026,Mysuru,Hebbal Police Station,Closed
FIR003061,Vehicle Theft,30-12-2025,Belagavi,Yelahanka Police Station,Closed
FIR003062,Cyber Fraud,22-03-2025,Tumakuru,Indiranagar Police Station,Closed
FIR003063,Assault,07-01-2025,Belagavi,Electronic City Police Station,Under Investigation
FIR003064,Chain Snatching,08-03-2024,Hubballi-Dharwad,Indiranagar Police Station,Under Investigation
FIR003065,Assault,14-01-2025,Bengaluru Urban,Yelahanka Police Station,Closed
FIR003066,Vehicle Theft,10-11-2024,Bengaluru Urban,Electronic City Police Station,Under Investigation
FIR003067,Assault,07-08-2024,Shivamogga,Indiranagar Police Station,Open
FIR003068,Assault,20-10-2024,Tumakuru,Koramangala Police Station,Open
FIR003069,Cyber Fraud,08-07-2024,Kalaburagi,Whitefield Police Station,Under Investigation
FIR003070,Chain Snatching,11-11-2024,Ballari,Hebbal Police Station,Closed
FIR003071,Cyber Fraud,20-11-2024,Shivamogga,Koramangala Police Station,Open
FIR003072,House Burglary,05-03-2025,Shivamogga,Koramangala Police Station,Closed
FIR003073,House Burglary,28-10-2023,Belagavi,Yelahanka Police Station,Open
FIR003074,Cyber Fraud,23-01-2025,Ballari,Electronic City Police Station,Open
FIR003075,Drug Trafficking,17-12-2024,Belagavi,Koramangala Police Station,Under Investigation
FIR003076,Financial Fraud,09-11-2024,Kalaburagi,Koramangala Police Station,Open
FIR003077,Assault,01-07-2024,Belagavi,Koramangala Police Station,Under Investigation
FIR003078,Financial Fraud,17-11-2024,Tumakuru,Koramangala Police Station,Closed
FIR003079,Chain Snatching,17-11-2024,Mysuru,Koramangala Police Station,Open
FIR003080,Assault,28-06-2024,Bengaluru Rural,Hebbal Police Station,Open
FIR003081,Financial Fraud,09-06-2024,Shivamogga,Whitefield Police Station,Open
FIR003082,Assault,27-03-2024,Mysuru,Hebbal Police Station,Closed
FIR003083,Vehicle Theft,30-06-2023,Kalaburagi,Marathahalli Police Station,Closed
FIR003084,Vehicle Theft,05-07-2025,Bengaluru Rural,Indiranagar Police Station,Closed
FIR003085,Drug Trafficking,18-04-2024,Bengaluru Urban,Electronic City Police Station,Closed
FIR003086,Drug Trafficking,19-08-2025,Ballari,Whitefield Police Station,Closed
FIR003087,House Burglary,15-06-2025,Ballari,Jayanagar Police Station,Under Investigation
FIR003088,Robbery,08-02-2026,Mangaluru,Indiranagar Police Station,Closed
FIR003089,Assault,07-02-2024,Belagavi,Whitefield Police Station,Under Investigation
FIR003090,Robbery,18-06-2024,Mysuru,Yelahanka Police Station,Under Investigation
FIR003091,Drug Trafficking,14-10-2025,Tumakuru,Whitefield Police Station,Open
FIR003092,Vehicle Theft,28-01-2025,Hubballi-Dharwad,Electronic City Police Station,Closed
FIR003093,Robbery,03-05-2024,Kalaburagi,Hebbal Police Station,Closed
FIR003094,House Burglary,27-09-2023,Hubballi-Dharwad,Electronic City Police Station,Open
FIR003095,Vehicle Theft,30-08-2025,Belagavi,Marathahalli Police Station,Under Investigation
FIR003096,Chain Snatching,03-02-2026,Bengaluru Urban,Indiranagar Police Station,Closed
FIR003097,Drug Trafficking,16-05-2025,Tumakuru,Indiranagar Police Station,Closed
FIR003098,Assault,16-08-2023,Bengaluru Urban,Jayanagar Police Station,Open
FIR003099,Assault,18-07-2025,Ballari,Koramangala Police Station,Closed
FIR003100,Drug Trafficking,14-11-2024,Mysuru,Marathahalli Police Station,Closed
FIR003101,House Burglary,15-07-2023,Shivamogga,Whitefield Police Station,Under Investigation
FIR003102,House Burglary,23-04-2026,Bengaluru Urban,Jayanagar Police Station,Under Investigation
FIR003103,Financial Fraud,06-03-2025,Mysuru,Koramangala Police Station,Open
FIR003104,Financial Fraud,05-05-2025,Belagavi,Hebbal Police Station,Closed
FIR003105,Chain Snatching,15-05-2026,Mysuru,Koramangala Police Station,Open
